run_data_dir,method,pair_name,image_name,tool,role_a,role_b,role_a_path,role_b_path,return_code,elapsed_sec,stdout_log,stderr_log
data/baseline/0,dct,cover_vs_stego,00099.png,print-diffs,cover,stego,data/baseline/0/results_raw/dct/cover/00099.png,data/baseline/0/results_raw/dct/stego/00099.png,0,0.966172456741333,data/baseline/0/aletheia_outputs/logs/dct_cover_vs_stego_00099_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dct_cover_vs_stego_00099_print-diffs_stderr.txt
data/baseline/0,dct,cover_vs_stego,00199.png,print-diffs,cover,stego,data/baseline/0/results_raw/dct/cover/00199.png,data/baseline/0/results_raw/dct/stego/00199.png,0,0.9057104587554932,data/baseline/0/aletheia_outputs/logs/dct_cover_vs_stego_00199_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dct_cover_vs_stego_00199_print-diffs_stderr.txt
data/baseline/0,dct,cover_vs_stego,00299.png,print-diffs,cover,stego,data/baseline/0/results_raw/dct/cover/00299.png,data/baseline/0/results_raw/dct/stego/00299.png,0,0.9171633720397949,data/baseline/0/aletheia_outputs/logs/dct_cover_vs_stego_00299_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dct_cover_vs_stego_00299_print-diffs_stderr.txt
data/baseline/0,dct,cover_vs_stego,00399.png,print-diffs,cover,stego,data/baseline/0/results_raw/dct/cover/00399.png,data/baseline/0/results_raw/dct/stego/00399.png,0,0.9462530612945557,data/baseline/0/aletheia_outputs/logs/dct_cover_vs_stego_00399_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dct_cover_vs_stego_00399_print-diffs_stderr.txt
data/baseline/0,dct,cover_vs_stego,00499.png,print-diffs,cover,stego,data/baseline/0/results_raw/dct/cover/00499.png,data/baseline/0/results_raw/dct/stego/00499.png,0,0.9167492389678955,data/baseline/0/aletheia_outputs/logs/dct_cover_vs_stego_00499_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dct_cover_vs_stego_00499_print-diffs_stderr.txt
data/baseline/0,dct,cover_vs_stego,00599.png,print-diffs,cover,stego,data/baseline/0/results_raw/dct/cover/00599.png,data/baseline/0/results_raw/dct/stego/00599.png,0,0.9192736148834229,data/baseline/0/aletheia_outputs/logs/dct_cover_vs_stego_00599_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dct_cover_vs_stego_00599_print-diffs_stderr.txt
data/baseline/0,dct,cover_vs_stego,00699.png,print-diffs,cover,stego,data/baseline/0/results_raw/dct/cover/00699.png,data/baseline/0/results_raw/dct/stego/00699.png,0,0.9055848121643066,data/baseline/0/aletheia_outputs/logs/dct_cover_vs_stego_00699_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dct_cover_vs_stego_00699_print-diffs_stderr.txt
data/baseline/0,dct,cover_vs_stego,00799.png,print-diffs,cover,stego,data/baseline/0/results_raw/dct/cover/00799.png,data/baseline/0/results_raw/dct/stego/00799.png,0,0.9452996253967285,data/baseline/0/aletheia_outputs/logs/dct_cover_vs_stego_00799_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dct_cover_vs_stego_00799_print-diffs_stderr.txt
data/baseline/0,dct,cover_vs_stego,00899.png,print-diffs,cover,stego,data/baseline/0/results_raw/dct/cover/00899.png,data/baseline/0/results_raw/dct/stego/00899.png,0,0.8830687999725342,data/baseline/0/aletheia_outputs/logs/dct_cover_vs_stego_00899_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dct_cover_vs_stego_00899_print-diffs_stderr.txt
data/baseline/0,dct,cover_vs_stego,00999.png,print-diffs,cover,stego,data/baseline/0/results_raw/dct/cover/00999.png,data/baseline/0/results_raw/dct/stego/00999.png,0,0.9120762348175049,data/baseline/0/aletheia_outputs/logs/dct_cover_vs_stego_00999_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dct_cover_vs_stego_00999_print-diffs_stderr.txt
data/baseline/0,dct,cover_vs_stego,01099.png,print-diffs,cover,stego,data/baseline/0/results_raw/dct/cover/01099.png,data/baseline/0/results_raw/dct/stego/01099.png,0,0.9313139915466309,data/baseline/0/aletheia_outputs/logs/dct_cover_vs_stego_01099_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dct_cover_vs_stego_01099_print-diffs_stderr.txt
data/baseline/0,dct,cover_vs_stego,01199.png,print-diffs,cover,stego,data/baseline/0/results_raw/dct/cover/01199.png,data/baseline/0/results_raw/dct/stego/01199.png,0,0.9375472068786621,data/baseline/0/aletheia_outputs/logs/dct_cover_vs_stego_01199_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dct_cover_vs_stego_01199_print-diffs_stderr.txt
data/baseline/0,dct,cover_vs_stego,01299.png,print-diffs,cover,stego,data/baseline/0/results_raw/dct/cover/01299.png,data/baseline/0/results_raw/dct/stego/01299.png,0,0.9108550548553467,data/baseline/0/aletheia_outputs/logs/dct_cover_vs_stego_01299_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dct_cover_vs_stego_01299_print-diffs_stderr.txt
data/baseline/0,dct,cover_vs_stego,01399.png,print-diffs,cover,stego,data/baseline/0/results_raw/dct/cover/01399.png,data/baseline/0/results_raw/dct/stego/01399.png,0,0.9609131813049316,data/baseline/0/aletheia_outputs/logs/dct_cover_vs_stego_01399_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dct_cover_vs_stego_01399_print-diffs_stderr.txt
data/baseline/0,dct,cover_vs_stego,01499.png,print-diffs,cover,stego,data/baseline/0/results_raw/dct/cover/01499.png,data/baseline/0/results_raw/dct/stego/01499.png,0,0.9136857986450195,data/baseline/0/aletheia_outputs/logs/dct_cover_vs_stego_01499_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dct_cover_vs_stego_01499_print-diffs_stderr.txt
data/baseline/0,dct,pre_secret_vs_secret,00099.png,print-diffs,pre_secret,secret,data/baseline/0/results_raw/dct/pre_secret/00099.png,data/baseline/0/results_raw/dct/secret/00099.png,0,0.9468176364898682,data/baseline/0/aletheia_outputs/logs/dct_pre_secret_vs_secret_00099_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dct_pre_secret_vs_secret_00099_print-diffs_stderr.txt
data/baseline/0,dct,pre_secret_vs_secret,00199.png,print-diffs,pre_secret,secret,data/baseline/0/results_raw/dct/pre_secret/00199.png,data/baseline/0/results_raw/dct/secret/00199.png,0,0.9370508193969727,data/baseline/0/aletheia_outputs/logs/dct_pre_secret_vs_secret_00199_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dct_pre_secret_vs_secret_00199_print-diffs_stderr.txt
data/baseline/0,dct,pre_secret_vs_secret,00299.png,print-diffs,pre_secret,secret,data/baseline/0/results_raw/dct/pre_secret/00299.png,data/baseline/0/results_raw/dct/secret/00299.png,0,0.9430932998657227,data/baseline/0/aletheia_outputs/logs/dct_pre_secret_vs_secret_00299_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dct_pre_secret_vs_secret_00299_print-diffs_stderr.txt
data/baseline/0,dct,pre_secret_vs_secret,00399.png,print-diffs,pre_secret,secret,data/baseline/0/results_raw/dct/pre_secret/00399.png,data/baseline/0/results_raw/dct/secret/00399.png,0,0.9971556663513184,data/baseline/0/aletheia_outputs/logs/dct_pre_secret_vs_secret_00399_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dct_pre_secret_vs_secret_00399_print-diffs_stderr.txt
data/baseline/0,dct,pre_secret_vs_secret,00499.png,print-diffs,pre_secret,secret,data/baseline/0/results_raw/dct/pre_secret/00499.png,data/baseline/0/results_raw/dct/secret/00499.png,0,0.9083890914916992,data/baseline/0/aletheia_outputs/logs/dct_pre_secret_vs_secret_00499_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dct_pre_secret_vs_secret_00499_print-diffs_stderr.txt
data/baseline/0,dct,pre_secret_vs_secret,00599.png,print-diffs,pre_secret,secret,data/baseline/0/results_raw/dct/pre_secret/00599.png,data/baseline/0/results_raw/dct/secret/00599.png,0,0.975208044052124,data/baseline/0/aletheia_outputs/logs/dct_pre_secret_vs_secret_00599_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dct_pre_secret_vs_secret_00599_print-diffs_stderr.txt
data/baseline/0,dct,pre_secret_vs_secret,00699.png,print-diffs,pre_secret,secret,data/baseline/0/results_raw/dct/pre_secret/00699.png,data/baseline/0/results_raw/dct/secret/00699.png,0,0.9001345634460449,data/baseline/0/aletheia_outputs/logs/dct_pre_secret_vs_secret_00699_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dct_pre_secret_vs_secret_00699_print-diffs_stderr.txt
data/baseline/0,dct,pre_secret_vs_secret,00799.png,print-diffs,pre_secret,secret,data/baseline/0/results_raw/dct/pre_secret/00799.png,data/baseline/0/results_raw/dct/secret/00799.png,0,0.9392955303192139,data/baseline/0/aletheia_outputs/logs/dct_pre_secret_vs_secret_00799_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dct_pre_secret_vs_secret_00799_print-diffs_stderr.txt
data/baseline/0,dct,pre_secret_vs_secret,00899.png,print-diffs,pre_secret,secret,data/baseline/0/results_raw/dct/pre_secret/00899.png,data/baseline/0/results_raw/dct/secret/00899.png,0,0.9051635265350342,data/baseline/0/aletheia_outputs/logs/dct_pre_secret_vs_secret_00899_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dct_pre_secret_vs_secret_00899_print-diffs_stderr.txt
data/baseline/0,dct,pre_secret_vs_secret,00999.png,print-diffs,pre_secret,secret,data/baseline/0/results_raw/dct/pre_secret/00999.png,data/baseline/0/results_raw/dct/secret/00999.png,0,0.962468147277832,data/baseline/0/aletheia_outputs/logs/dct_pre_secret_vs_secret_00999_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dct_pre_secret_vs_secret_00999_print-diffs_stderr.txt
data/baseline/0,dct,pre_secret_vs_secret,01099.png,print-diffs,pre_secret,secret,data/baseline/0/results_raw/dct/pre_secret/01099.png,data/baseline/0/results_raw/dct/secret/01099.png,0,0.9805862903594971,data/baseline/0/aletheia_outputs/logs/dct_pre_secret_vs_secret_01099_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dct_pre_secret_vs_secret_01099_print-diffs_stderr.txt
data/baseline/0,dct,pre_secret_vs_secret,01199.png,print-diffs,pre_secret,secret,data/baseline/0/results_raw/dct/pre_secret/01199.png,data/baseline/0/results_raw/dct/secret/01199.png,0,0.9138267040252686,data/baseline/0/aletheia_outputs/logs/dct_pre_secret_vs_secret_01199_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dct_pre_secret_vs_secret_01199_print-diffs_stderr.txt
data/baseline/0,dct,pre_secret_vs_secret,01299.png,print-diffs,pre_secret,secret,data/baseline/0/results_raw/dct/pre_secret/01299.png,data/baseline/0/results_raw/dct/secret/01299.png,0,0.907395601272583,data/baseline/0/aletheia_outputs/logs/dct_pre_secret_vs_secret_01299_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dct_pre_secret_vs_secret_01299_print-diffs_stderr.txt
data/baseline/0,dct,pre_secret_vs_secret,01399.png,print-diffs,pre_secret,secret,data/baseline/0/results_raw/dct/pre_secret/01399.png,data/baseline/0/results_raw/dct/secret/01399.png,0,0.9994242191314697,data/baseline/0/aletheia_outputs/logs/dct_pre_secret_vs_secret_01399_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dct_pre_secret_vs_secret_01399_print-diffs_stderr.txt
data/baseline/0,dct,pre_secret_vs_secret,01499.png,print-diffs,pre_secret,secret,data/baseline/0/results_raw/dct/pre_secret/01499.png,data/baseline/0/results_raw/dct/secret/01499.png,0,0.8881769180297852,data/baseline/0/aletheia_outputs/logs/dct_pre_secret_vs_secret_01499_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dct_pre_secret_vs_secret_01499_print-diffs_stderr.txt
data/baseline/0,dwt,cover_vs_stego,00099.png,print-diffs,cover,stego,data/baseline/0/results_raw/dwt/cover/00099.png,data/baseline/0/results_raw/dwt/stego/00099.png,0,0.9535946846008301,data/baseline/0/aletheia_outputs/logs/dwt_cover_vs_stego_00099_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dwt_cover_vs_stego_00099_print-diffs_stderr.txt
data/baseline/0,dwt,cover_vs_stego,00199.png,print-diffs,cover,stego,data/baseline/0/results_raw/dwt/cover/00199.png,data/baseline/0/results_raw/dwt/stego/00199.png,0,0.9952504634857178,data/baseline/0/aletheia_outputs/logs/dwt_cover_vs_stego_00199_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dwt_cover_vs_stego_00199_print-diffs_stderr.txt
data/baseline/0,dwt,cover_vs_stego,00299.png,print-diffs,cover,stego,data/baseline/0/results_raw/dwt/cover/00299.png,data/baseline/0/results_raw/dwt/stego/00299.png,0,0.938662052154541,data/baseline/0/aletheia_outputs/logs/dwt_cover_vs_stego_00299_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dwt_cover_vs_stego_00299_print-diffs_stderr.txt
data/baseline/0,dwt,cover_vs_stego,00399.png,print-diffs,cover,stego,data/baseline/0/results_raw/dwt/cover/00399.png,data/baseline/0/results_raw/dwt/stego/00399.png,0,0.9187188148498535,data/baseline/0/aletheia_outputs/logs/dwt_cover_vs_stego_00399_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dwt_cover_vs_stego_00399_print-diffs_stderr.txt
data/baseline/0,dwt,cover_vs_stego,00499.png,print-diffs,cover,stego,data/baseline/0/results_raw/dwt/cover/00499.png,data/baseline/0/results_raw/dwt/stego/00499.png,0,0.930783748626709,data/baseline/0/aletheia_outputs/logs/dwt_cover_vs_stego_00499_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dwt_cover_vs_stego_00499_print-diffs_stderr.txt
data/baseline/0,dwt,cover_vs_stego,00599.png,print-diffs,cover,stego,data/baseline/0/results_raw/dwt/cover/00599.png,data/baseline/0/results_raw/dwt/stego/00599.png,0,0.8937599658966064,data/baseline/0/aletheia_outputs/logs/dwt_cover_vs_stego_00599_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dwt_cover_vs_stego_00599_print-diffs_stderr.txt
data/baseline/0,dwt,cover_vs_stego,00699.png,print-diffs,cover,stego,data/baseline/0/results_raw/dwt/cover/00699.png,data/baseline/0/results_raw/dwt/stego/00699.png,0,0.9734630584716797,data/baseline/0/aletheia_outputs/logs/dwt_cover_vs_stego_00699_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dwt_cover_vs_stego_00699_print-diffs_stderr.txt
data/baseline/0,dwt,cover_vs_stego,00799.png,print-diffs,cover,stego,data/baseline/0/results_raw/dwt/cover/00799.png,data/baseline/0/results_raw/dwt/stego/00799.png,0,0.8843317031860352,data/baseline/0/aletheia_outputs/logs/dwt_cover_vs_stego_00799_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dwt_cover_vs_stego_00799_print-diffs_stderr.txt
data/baseline/0,dwt,cover_vs_stego,00899.png,print-diffs,cover,stego,data/baseline/0/results_raw/dwt/cover/00899.png,data/baseline/0/results_raw/dwt/stego/00899.png,0,0.9563207626342773,data/baseline/0/aletheia_outputs/logs/dwt_cover_vs_stego_00899_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dwt_cover_vs_stego_00899_print-diffs_stderr.txt
data/baseline/0,dwt,cover_vs_stego,00999.png,print-diffs,cover,stego,data/baseline/0/results_raw/dwt/cover/00999.png,data/baseline/0/results_raw/dwt/stego/00999.png,0,0.8859524726867676,data/baseline/0/aletheia_outputs/logs/dwt_cover_vs_stego_00999_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dwt_cover_vs_stego_00999_print-diffs_stderr.txt
data/baseline/0,dwt,cover_vs_stego,01099.png,print-diffs,cover,stego,data/baseline/0/results_raw/dwt/cover/01099.png,data/baseline/0/results_raw/dwt/stego/01099.png,0,1.0162312984466553,data/baseline/0/aletheia_outputs/logs/dwt_cover_vs_stego_01099_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dwt_cover_vs_stego_01099_print-diffs_stderr.txt
data/baseline/0,dwt,cover_vs_stego,01199.png,print-diffs,cover,stego,data/baseline/0/results_raw/dwt/cover/01199.png,data/baseline/0/results_raw/dwt/stego/01199.png,0,0.8700230121612549,data/baseline/0/aletheia_outputs/logs/dwt_cover_vs_stego_01199_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dwt_cover_vs_stego_01199_print-diffs_stderr.txt
data/baseline/0,dwt,cover_vs_stego,01299.png,print-diffs,cover,stego,data/baseline/0/results_raw/dwt/cover/01299.png,data/baseline/0/results_raw/dwt/stego/01299.png,0,0.9861154556274414,data/baseline/0/aletheia_outputs/logs/dwt_cover_vs_stego_01299_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dwt_cover_vs_stego_01299_print-diffs_stderr.txt
data/baseline/0,dwt,cover_vs_stego,01399.png,print-diffs,cover,stego,data/baseline/0/results_raw/dwt/cover/01399.png,data/baseline/0/results_raw/dwt/stego/01399.png,0,0.9413332939147949,data/baseline/0/aletheia_outputs/logs/dwt_cover_vs_stego_01399_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dwt_cover_vs_stego_01399_print-diffs_stderr.txt
data/baseline/0,dwt,cover_vs_stego,01499.png,print-diffs,cover,stego,data/baseline/0/results_raw/dwt/cover/01499.png,data/baseline/0/results_raw/dwt/stego/01499.png,0,0.9263744354248047,data/baseline/0/aletheia_outputs/logs/dwt_cover_vs_stego_01499_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dwt_cover_vs_stego_01499_print-diffs_stderr.txt
data/baseline/0,dwt,pre_secret_vs_secret,00099.png,print-diffs,pre_secret,secret,data/baseline/0/results_raw/dwt/pre_secret/00099.png,data/baseline/0/results_raw/dwt/secret/00099.png,0,0.9264175891876221,data/baseline/0/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00099_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00099_print-diffs_stderr.txt
data/baseline/0,dwt,pre_secret_vs_secret,00199.png,print-diffs,pre_secret,secret,data/baseline/0/results_raw/dwt/pre_secret/00199.png,data/baseline/0/results_raw/dwt/secret/00199.png,0,0.9500992298126221,data/baseline/0/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00199_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00199_print-diffs_stderr.txt
data/baseline/0,dwt,pre_secret_vs_secret,00299.png,print-diffs,pre_secret,secret,data/baseline/0/results_raw/dwt/pre_secret/00299.png,data/baseline/0/results_raw/dwt/secret/00299.png,0,0.9308016300201416,data/baseline/0/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00299_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00299_print-diffs_stderr.txt
data/baseline/0,dwt,pre_secret_vs_secret,00399.png,print-diffs,pre_secret,secret,data/baseline/0/results_raw/dwt/pre_secret/00399.png,data/baseline/0/results_raw/dwt/secret/00399.png,0,1.0414903163909912,data/baseline/0/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00399_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00399_print-diffs_stderr.txt
data/baseline/0,dwt,pre_secret_vs_secret,00499.png,print-diffs,pre_secret,secret,data/baseline/0/results_raw/dwt/pre_secret/00499.png,data/baseline/0/results_raw/dwt/secret/00499.png,0,0.956892728805542,data/baseline/0/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00499_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00499_print-diffs_stderr.txt
data/baseline/0,dwt,pre_secret_vs_secret,00599.png,print-diffs,pre_secret,secret,data/baseline/0/results_raw/dwt/pre_secret/00599.png,data/baseline/0/results_raw/dwt/secret/00599.png,0,0.9072291851043701,data/baseline/0/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00599_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00599_print-diffs_stderr.txt
data/baseline/0,dwt,pre_secret_vs_secret,00699.png,print-diffs,pre_secret,secret,data/baseline/0/results_raw/dwt/pre_secret/00699.png,data/baseline/0/results_raw/dwt/secret/00699.png,0,0.9211010932922363,data/baseline/0/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00699_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00699_print-diffs_stderr.txt
data/baseline/0,dwt,pre_secret_vs_secret,00799.png,print-diffs,pre_secret,secret,data/baseline/0/results_raw/dwt/pre_secret/00799.png,data/baseline/0/results_raw/dwt/secret/00799.png,0,0.9525909423828125,data/baseline/0/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00799_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00799_print-diffs_stderr.txt
data/baseline/0,dwt,pre_secret_vs_secret,00899.png,print-diffs,pre_secret,secret,data/baseline/0/results_raw/dwt/pre_secret/00899.png,data/baseline/0/results_raw/dwt/secret/00899.png,0,0.9044299125671387,data/baseline/0/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00899_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00899_print-diffs_stderr.txt
data/baseline/0,dwt,pre_secret_vs_secret,00999.png,print-diffs,pre_secret,secret,data/baseline/0/results_raw/dwt/pre_secret/00999.png,data/baseline/0/results_raw/dwt/secret/00999.png,0,0.9288473129272461,data/baseline/0/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00999_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00999_print-diffs_stderr.txt
data/baseline/0,dwt,pre_secret_vs_secret,01099.png,print-diffs,pre_secret,secret,data/baseline/0/results_raw/dwt/pre_secret/01099.png,data/baseline/0/results_raw/dwt/secret/01099.png,0,0.925482988357544,data/baseline/0/aletheia_outputs/logs/dwt_pre_secret_vs_secret_01099_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dwt_pre_secret_vs_secret_01099_print-diffs_stderr.txt
data/baseline/0,dwt,pre_secret_vs_secret,01199.png,print-diffs,pre_secret,secret,data/baseline/0/results_raw/dwt/pre_secret/01199.png,data/baseline/0/results_raw/dwt/secret/01199.png,0,0.9419004917144775,data/baseline/0/aletheia_outputs/logs/dwt_pre_secret_vs_secret_01199_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dwt_pre_secret_vs_secret_01199_print-diffs_stderr.txt
data/baseline/0,dwt,pre_secret_vs_secret,01299.png,print-diffs,pre_secret,secret,data/baseline/0/results_raw/dwt/pre_secret/01299.png,data/baseline/0/results_raw/dwt/secret/01299.png,0,0.9475431442260742,data/baseline/0/aletheia_outputs/logs/dwt_pre_secret_vs_secret_01299_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dwt_pre_secret_vs_secret_01299_print-diffs_stderr.txt
data/baseline/0,dwt,pre_secret_vs_secret,01399.png,print-diffs,pre_secret,secret,data/baseline/0/results_raw/dwt/pre_secret/01399.png,data/baseline/0/results_raw/dwt/secret/01399.png,0,0.9634814262390137,data/baseline/0/aletheia_outputs/logs/dwt_pre_secret_vs_secret_01399_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dwt_pre_secret_vs_secret_01399_print-diffs_stderr.txt
data/baseline/0,dwt,pre_secret_vs_secret,01499.png,print-diffs,pre_secret,secret,data/baseline/0/results_raw/dwt/pre_secret/01499.png,data/baseline/0/results_raw/dwt/secret/01499.png,0,0.8866455554962158,data/baseline/0/aletheia_outputs/logs/dwt_pre_secret_vs_secret_01499_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/dwt_pre_secret_vs_secret_01499_print-diffs_stderr.txt
data/baseline/0,lsb,cover_vs_stego,00099.png,print-diffs,cover,stego,data/baseline/0/results_raw/lsb/cover/00099.png,data/baseline/0/results_raw/lsb/stego/00099.png,0,0.9661829471588135,data/baseline/0/aletheia_outputs/logs/lsb_cover_vs_stego_00099_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/lsb_cover_vs_stego_00099_print-diffs_stderr.txt
data/baseline/0,lsb,cover_vs_stego,00199.png,print-diffs,cover,stego,data/baseline/0/results_raw/lsb/cover/00199.png,data/baseline/0/results_raw/lsb/stego/00199.png,0,0.9545731544494629,data/baseline/0/aletheia_outputs/logs/lsb_cover_vs_stego_00199_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/lsb_cover_vs_stego_00199_print-diffs_stderr.txt
data/baseline/0,lsb,cover_vs_stego,00299.png,print-diffs,cover,stego,data/baseline/0/results_raw/lsb/cover/00299.png,data/baseline/0/results_raw/lsb/stego/00299.png,0,0.9464282989501953,data/baseline/0/aletheia_outputs/logs/lsb_cover_vs_stego_00299_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/lsb_cover_vs_stego_00299_print-diffs_stderr.txt
data/baseline/0,lsb,cover_vs_stego,00399.png,print-diffs,cover,stego,data/baseline/0/results_raw/lsb/cover/00399.png,data/baseline/0/results_raw/lsb/stego/00399.png,0,0.93263840675354,data/baseline/0/aletheia_outputs/logs/lsb_cover_vs_stego_00399_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/lsb_cover_vs_stego_00399_print-diffs_stderr.txt
data/baseline/0,lsb,cover_vs_stego,00499.png,print-diffs,cover,stego,data/baseline/0/results_raw/lsb/cover/00499.png,data/baseline/0/results_raw/lsb/stego/00499.png,0,0.9178178310394287,data/baseline/0/aletheia_outputs/logs/lsb_cover_vs_stego_00499_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/lsb_cover_vs_stego_00499_print-diffs_stderr.txt
data/baseline/0,lsb,cover_vs_stego,00599.png,print-diffs,cover,stego,data/baseline/0/results_raw/lsb/cover/00599.png,data/baseline/0/results_raw/lsb/stego/00599.png,0,0.916024923324585,data/baseline/0/aletheia_outputs/logs/lsb_cover_vs_stego_00599_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/lsb_cover_vs_stego_00599_print-diffs_stderr.txt
data/baseline/0,lsb,cover_vs_stego,00699.png,print-diffs,cover,stego,data/baseline/0/results_raw/lsb/cover/00699.png,data/baseline/0/results_raw/lsb/stego/00699.png,0,0.9646668434143066,data/baseline/0/aletheia_outputs/logs/lsb_cover_vs_stego_00699_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/lsb_cover_vs_stego_00699_print-diffs_stderr.txt
data/baseline/0,lsb,cover_vs_stego,00799.png,print-diffs,cover,stego,data/baseline/0/results_raw/lsb/cover/00799.png,data/baseline/0/results_raw/lsb/stego/00799.png,0,0.949359655380249,data/baseline/0/aletheia_outputs/logs/lsb_cover_vs_stego_00799_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/lsb_cover_vs_stego_00799_print-diffs_stderr.txt
data/baseline/0,lsb,cover_vs_stego,00899.png,print-diffs,cover,stego,data/baseline/0/results_raw/lsb/cover/00899.png,data/baseline/0/results_raw/lsb/stego/00899.png,0,0.9673459529876709,data/baseline/0/aletheia_outputs/logs/lsb_cover_vs_stego_00899_print-diffs_stdout.txt,data/baseline/0/aletheia_outputs/logs/lsb_cover_vs_stego_00899_print-diffs_stderr.txt
