block_size,threshold,label,ber_text,text_acc,method,ablation_idx
4,60.0,stat_b4_t60,0.03333333333333333,0.9666666666666667,statistical,2
4,70.0,stat_b4_t70,0.06666666666666667,0.9333333333333333,statistical,2
4,50.0,stat_b4_t50,0.13333333333333333,0.8666666666666667,statistical,2
4,35.0,stat_b4_t35,0.4666666666666667,0.5333333333333333,statistical,2
4,20.0,stat_b4_t20,0.8333333333333334,0.16666666666666666,statistical,2
