epoch,cover_loss,cover_psnr,loss,lr,noise_prob,payload_len,psnr_dct,psnr_dwt,psnr_none,psnr_spread_spectrum,psnr_statistical,secret_loss,secret_ssim,ssim_dct,ssim_dwt,ssim_none,ssim_spread_spectrum,ssim_statistical,val_cover_loss,val_cover_psnr,val_loss,val_noise_prob,val_payload_len,val_psnr_dct,val_psnr_dwt,val_psnr_none,val_psnr_spread_spectrum,val_psnr_statistical,val_secret_loss,val_secret_ssim,val_ssim_dct,val_ssim_dwt,val_ssim_none,val_ssim_spread_spectrum,val_ssim_statistical
0,0.0313902273774147,16.196035385131836,0.2407471090555191,0.0009997556917369366,0.0,0.0,0.0,0.0,16.196035385131836,0.0,0.0,0.048105113208293915,0.3785202205181122,0.0,0.0,0.3785202205181122,0.0,0.0,0.015179273672401905,18.802993774414062,0.2372453361749649,0.0,0.0,0.0,0.0,18.802993774414062,0.0,0.0,0.06378557533025742,0.29647865891456604,0.0,0.0,0.29647865891456604,0.0,0.0
1,0.010469114407896996,20.508012771606445,0.09577935189008713,0.0009990233229473233,0.0,0.0,0.0,0.0,20.508012771606445,0.0,0.0,0.0213994812220335,0.5601288080215454,0.0,0.0,0.5601288080215454,0.0,0.0,0.007290862035006285,21.966453552246094,0.19135747849941254,0.0,0.0,0.0,0.0,21.966453552246094,0.0,0.0,0.05646820738911629,0.3749045133590698,0.0,0.0,0.3749045133590698,0.0,0.0
2,0.006159355863928795,22.845285415649414,0.07098830491304398,0.0009978031739592552,0.0,0.0,0.0,0.0,22.845285415649414,0.0,0.0,0.017483990639448166,0.6424693465232849,0.0,0.0,0.6424693465232849,0.0,0.0,0.005035400390625,23.95539093017578,0.1563919335603714,0.0,0.0,0.0,0.0,23.95539093017578,0.0,0.0,0.047082480043172836,0.46979382634162903,0.0,0.0,0.46979382634162903,0.0,0.0
3,0.00450716819614172,24.374019622802734,0.05918913707137108,0.0009960968745872378,0.0,0.0,0.0,0.0,24.374019622802734,0.0,0.0,0.01521219965070486,0.7072515487670898,0.0,0.0,0.7072515487670898,0.0,0.0,0.004379116464406252,24.457754135131836,0.10433843731880188,0.0,0.0,0.0,0.0,24.457754135131836,0.0,0.0,0.030390752479434013,0.6077447533607483,0.0,0.0,0.6077447533607483,0.0,0.0
4,0.003948485478758812,24.94580841064453,0.05228351801633835,0.000993905821815133,0.0,0.0,0.0,0.0,24.94580841064453,0.0,0.0,0.013471405953168869,0.7631714940071106,0.0,0.0,0.7631714940071106,0.0,0.0,0.0032858913764357567,25.990501403808594,0.06787968426942825,0.0,0.0,0.0,0.0,25.990501403808594,0.0,0.0,0.019335275515913963,0.7108644843101501,0.0,0.0,0.7108644843101501,0.0,0.0
5,0.003569411113858223,25.394412994384766,0.046964794397354126,0.0009912322275340557,0.0,0.0,0.0,0.0,25.394412994384766,0.0,0.0,0.012079095467925072,0.806154191493988,0.0,0.0,0.806154191493988,0.0,0.0,0.003100694390013814,26.263795852661133,0.048583418130874634,0.0,0.0,0.0,0.0,26.263795852661133,0.0,0.0,0.013088979758322239,0.8166672587394714,0.0,0.0,0.8166672587394714,0.0,0.0
6,0.0032821667846292257,25.82216453552246,0.04338708147406578,0.0009880787692964077,0.0,0.0,0.0,0.0,25.82216453552246,0.0,0.0,0.011174775660037994,0.8314161896705627,0.0,0.0,0.8314161896705627,0.0,0.0,0.003043422708287835,26.349302291870117,0.04481890797615051,0.0,0.0,0.0,0.0,26.349302291870117,0.0,0.0,0.011891603469848633,0.8361756205558777,0.0,0.0,0.8361756205558777,0.0,0.0
7,0.0031048785895109177,26.108501434326172,0.04098137095570564,0.0009844487067312002,0.0,0.0,0.0,0.0,26.108501434326172,0.0,0.0,0.010550744831562042,0.8486998081207275,0.0,0.0,0.8486998081207275,0.0,0.0,0.002915571676567197,26.588178634643555,0.04381798580288887,0.0,0.0,0.0,0.0,26.588178634643555,0.0,0.0,0.01168619841337204,0.8476757407188416,0.0,0.0,0.8476757407188416,0.0,0.0
8,0.002983685815706849,26.32191276550293,0.03931482136249542,0.000980345532298088,0.0,0.0,0.0,0.0,26.32191276550293,0.0,0.0,0.010116808116436005,0.8611559867858887,0.0,0.0,0.8611559867858887,0.0,0.0,0.0028955547604709864,26.621177673339844,0.04694591835141182,0.0,0.0,0.0,0.0,26.621177673339844,0.0,0.0,0.012748914770781994,0.828848123550415,0.0,0.0,0.828848123550415,0.0,0.0
9,0.0030348049476742744,26.274776458740234,0.039186086505651474,0.0009757730294950306,0.0,0.0,0.0,0.0,26.274776458740234,0.0,0.0,0.010022624395787716,0.8616676926612854,0.0,0.0,0.8616676926612854,0.0,0.0,0.003333178348839283,25.691848754882812,0.11319296807050705,1.0,9.5197172164917,25.595767974853516,25.907928466796875,0.0,25.17858123779297,26.856700897216797,0.034392211586236954,0.6482419371604919,0.7612460851669312,0.7377659678459167,0.0,0.490996390581131,0.6035958528518677
10,0.0030815915670245886,26.248001098632812,0.0397469699382782,0.0009707360295578837,0.01416464801877737,0.033898305147886276,0.0,25.755422592163086,26.25153350830078,0.0,27.32311248779297,0.01016261801123619,0.8604265451431274,0.0,0.7775325775146484,0.8651456236839294,0.0,0.5711212158203125,0.0034303348511457443,25.544965744018555,0.33948805928230286,1.0,9.074498176574707,25.53676414489746,25.296279907226562,0.0,25.538555145263672,25.724063873291016,0.10972648859024048,0.2838057279586792,0.301787406206131,0.3122622072696686,0.0,0.21243762969970703,0.28703898191452026
11,0.0037618994247168303,25.45705223083496,0.04720141366124153,0.0009652393637225032,0.042736079543828964,0.04237288236618042,24.823139190673828,25.56441879272461,25.45520782470703,26.06619644165039,25.51995849609375,0.011964571662247181,0.829861581325531,0.770498514175415,0.7485954761505127,0.8384115099906921,0.40984731912612915,0.6271117329597473,0.0036928176414221525,25.244016647338867,0.0934370681643486,1.0,9.47265625,24.838293075561523,25.371679306030273,0.0,24.894554138183594,25.758142471313477,0.02744605392217636,0.6632588505744934,0.7760639190673828,0.7398232221603394,0.0,0.5245447754859924,0.6016555428504944
12,0.0035272068344056606,25.66134262084961,0.04668555408716202,0.0009592885617166758,0.07130748778581619,0.08474576473236084,25.68935775756836,25.222169876098633,25.70266342163086,24.896392822265625,25.194543838500977,0.012028241530060768,0.8113694787025452,0.7729685306549072,0.7548465728759766,0.828336775302887,0.3639926612377167,0.6239349842071533,0.0040483553893864155,24.66428565979004,0.11788222193717957,1.0,9.476004600524902,24.579015731811523,24.81656265258789,0.0,24.459882736206055,24.8265323638916,0.03523753210902214,0.6482540965080261,0.7457498908042908,0.7258023023605347,0.0,0.4839101731777191,0.6365849375724792
13,0.0037891464307904243,25.29104232788086,0.041028764098882675,0.0009528895025141537,0.0998789370059967,0.11016949266195297,25.370372772216797,25.231538772583008,25.314931869506836,24.646907806396484,25.3946533203125,0.009879744611680508,0.7919015288352966,0.7937201857566833,0.7482498288154602,0.8117038607597351,0.40548914670944214,0.6324198246002197,0.003183590481057763,26.063806533813477,0.1458740532398224,1.0,9.359282493591309,25.897552490234375,26.456073760986328,0.0,25.908748626708984,26.45711326599121,0.04543605074286461,0.5689885020256042,0.6616672277450562,0.6236883401870728,0.0,0.4066798686981201,0.5369249582290649
14,0.0033726973924785852,25.85822868347168,0.03691782057285309,0.0009460482397116721,0.12845036387443542,0.17796610295772552,25.37962532043457,25.693572998046875,25.922439575195312,24.96404266357422,26.099788665771484,0.00892737228423357,0.807180643081665,0.7861326336860657,0.7707943916320801,0.8351335525512695,0.4177180528640747,0.6453816294670105,0.003407621756196022,25.599546432495117,0.2718650996685028,1.0,9.39108943939209,25.570337295532227,25.750707626342773,0.0,25.30788803100586,25.84305763244629,0.08720826357603073,0.32436731457710266,0.3905579149723053,0.3774712085723877,0.0,0.24887967109680176,0.30199241638183594
15,0.0029632654041051865,26.496929168701172,0.0264896210283041,0.0009387718746438622,0.15702177584171295,0.15267479419708252,26.259201049804688,26.342300415039062,26.526792526245117,26.68553924560547,26.0615177154541,0.005862182937562466,0.8452069163322449,0.8011679649353027,0.7906014323234558,0.8598244786262512,0.44638970494270325,0.674263596534729,0.002828549826517701,26.689748764038086,0.13135609030723572,1.0,9.28078556060791,26.615955352783203,26.93539047241211,0.0,26.053377151489258,26.921627044677734,0.04095284268260002,0.5715846419334412,0.6111578941345215,0.6088303923606873,0.0,0.40231630206108093,0.5344228744506836
16,0.0030365337152034044,26.40943145751953,0.029830750077962875,0.0009310673922300339,0.18559324741363525,0.31647247076034546,26.12657356262207,26.413162231445312,26.46133041381836,25.71065330505371,26.306678771972656,0.006902366876602173,0.8398112058639526,0.8159090876579285,0.7863171696662903,0.8633337616920471,0.4661600589752197,0.6702687740325928,0.002790333004668355,26.77430534362793,0.08265461772680283,1.0,9.410714149475098,26.856895446777344,26.70157241821289,0.0,26.54011344909668,26.964847564697266,0.024757327511906624,0.674627959728241,0.7827070355415344,0.7487690448760986,0.0,0.49314120411872864,0.6385567784309387
17,0.002900157356634736,26.630064010620117,0.034416958689689636,0.0009229423594661057,0.2141646146774292,0.3844456076622009,26.323423385620117,26.943233489990234,26.675600051879883,26.026880264282227,26.497791290283203,0.008567958138883114,0.8321101665496826,0.8282543420791626,0.7948905825614929,0.8685387372970581,0.4467734396457672,0.6744457483291626,0.0028262960258871317,26.780794143676758,0.1621035933494568,1.0,9.646484375,26.785667419433594,26.99408531188965,0.0,26.511072158813477,27.14684295654297,0.05120426416397095,0.4906295835971832,0.590660035610199,0.5952473878860474,0.0,0.39421236515045166,0.5226802229881287
18,0.00292458338662982,26.60503387451172,0.034710973501205444,0.0009144049836322665,0.2427360564470291,0.6431409120559692,26.281410217285156,26.18699073791504,26.72929573059082,26.06365966796875,26.554271697998047,0.008641412481665611,0.8283796310424805,0.8275448083877563,0.7983715534210205,0.8699228167533875,0.4976005554199219,0.68181973695755,0.002906300825998187,26.70574188232422,0.09373360872268677,1.0,9.479259490966797,26.89060401916504,27.13034439086914,0.0,26.2751522064209,26.866539001464844,0.028334014117717743,0.6406887769699097,0.780178964138031,0.7499502897262573,0.0,0.47977080941200256,0.6569420099258423
19,0.0028004348278045654,26.781888961791992,0.036166951060295105,0.0009054634138010442,0.27130749821662903,0.7260328531265259,26.523178100585938,26.123085021972656,26.90033531188965,26.180612564086914,26.781112670898438,0.009251294657588005,0.8212792873382568,0.8290963172912598,0.8002190589904785,0.8740683197975159,0.5082436203956604,0.70827317237854,0.002686833729967475,27.008216857910156,0.05886666476726532,1.0,9.215215682983398,27.0335750579834,26.9993953704834,0.0,27.028305053710938,26.99086570739746,0.016931813210248947,0.7424290180206299,0.8089975714683533,0.7796529531478882,0.0,0.5187286138534546,0.6883873343467712
