method,pair_name,image_name,tool,role_a,role_b,role_a_path,role_b_path,return_code,elapsed_sec,stdout_log,stderr_log
dct,cover_vs_stego,00099.png,print-diffs,cover,stego,data/baseline/1/results_raw/dct/cover/00099.png,data/baseline/1/results_raw/dct/stego/00099.png,0,0.9785819053649902,data/baseline/1/aletheia_outputs/logs/dct_cover_vs_stego_00099_print-diffs_stdout.txt,data/baseline/1/aletheia_outputs/logs/dct_cover_vs_stego_00099_print-diffs_stderr.txt
dct,cover_vs_stego,00199.png,print-diffs,cover,stego,data/baseline/1/results_raw/dct/cover/00199.png,data/baseline/1/results_raw/dct/stego/00199.png,0,0.8928000926971436,data/baseline/1/aletheia_outputs/logs/dct_cover_vs_stego_00199_print-diffs_stdout.txt,data/baseline/1/aletheia_outputs/logs/dct_cover_vs_stego_00199_print-diffs_stderr.txt
dct,cover_vs_stego,00299.png,print-diffs,cover,stego,data/baseline/1/results_raw/dct/cover/00299.png,data/baseline/1/results_raw/dct/stego/00299.png,0,0.8652362823486328,data/baseline/1/aletheia_outputs/logs/dct_cover_vs_stego_00299_print-diffs_stdout.txt,data/baseline/1/aletheia_outputs/logs/dct_cover_vs_stego_00299_print-diffs_stderr.txt
dct,cover_vs_stego,00399.png,print-diffs,cover,stego,data/baseline/1/results_raw/dct/cover/00399.png,data/baseline/1/results_raw/dct/stego/00399.png,0,0.9675514698028564,data/baseline/1/aletheia_outputs/logs/dct_cover_vs_stego_00399_print-diffs_stdout.txt,data/baseline/1/aletheia_outputs/logs/dct_cover_vs_stego_00399_print-diffs_stderr.txt
dct,cover_vs_stego,00499.png,print-diffs,cover,stego,data/baseline/1/results_raw/dct/cover/00499.png,data/baseline/1/results_raw/dct/stego/00499.png,0,0.9098649024963379,data/baseline/1/aletheia_outputs/logs/dct_cover_vs_stego_00499_print-diffs_stdout.txt,data/baseline/1/aletheia_outputs/logs/dct_cover_vs_stego_00499_print-diffs_stderr.txt
dct,cover_vs_stego,00599.png,print-diffs,cover,stego,data/baseline/1/results_raw/dct/cover/00599.png,data/baseline/1/results_raw/dct/stego/00599.png,0,0.9138100147247314,data/baseline/1/aletheia_outputs/logs/dct_cover_vs_stego_00599_print-diffs_stdout.txt,data/baseline/1/aletheia_outputs/logs/dct_cover_vs_stego_00599_print-diffs_stderr.txt
dct,cover_vs_stego,00699.png,print-diffs,cover,stego,data/baseline/1/results_raw/dct/cover/00699.png,data/baseline/1/results_raw/dct/stego/00699.png,0,0.9086880683898926,data/baseline/1/aletheia_outputs/logs/dct_cover_vs_stego_00699_print-diffs_stdout.txt,data/baseline/1/aletheia_outputs/logs/dct_cover_vs_stego_00699_print-diffs_stderr.txt
dct,cover_vs_stego,00799.png,print-diffs,cover,stego,data/baseline/1/results_raw/dct/cover/00799.png,data/baseline/1/results_raw/dct/stego/00799.png,0,0.9200236797332764,data/baseline/1/aletheia_outputs/logs/dct_cover_vs_stego_00799_print-diffs_stdout.txt,data/baseline/1/aletheia_outputs/logs/dct_cover_vs_stego_00799_print-diffs_stderr.txt
dct,cover_vs_stego,00899.png,print-diffs,cover,stego,data/baseline/1/results_raw/dct/cover/00899.png,data/baseline/1/results_raw/dct/stego/00899.png,0,0.9395081996917725,data/baseline/1/aletheia_outputs/logs/dct_cover_vs_stego_00899_print-diffs_stdout.txt,data/baseline/1/aletheia_outputs/logs/dct_cover_vs_stego_00899_print-diffs_stderr.txt
dct,cover_vs_stego,00999.png,print-diffs,cover,stego,data/baseline/1/results_raw/dct/cover/00999.png,data/baseline/1/results_raw/dct/stego/00999.png,0,0.8396618366241455,data/baseline/1/aletheia_outputs/logs/dct_cover_vs_stego_00999_print-diffs_stdout.txt,data/baseline/1/aletheia_outputs/logs/dct_cover_vs_stego_00999_print-diffs_stderr.txt
dct,cover_vs_stego,01099.png,print-diffs,cover,stego,data/baseline/1/results_raw/dct/cover/01099.png,data/baseline/1/results_raw/dct/stego/01099.png,0,0.892810583114624,data/baseline/1/aletheia_outputs/logs/dct_cover_vs_stego_01099_print-diffs_stdout.txt,data/baseline/1/aletheia_outputs/logs/dct_cover_vs_stego_01099_print-diffs_stderr.txt
dct,cover_vs_stego,01199.png,print-diffs,cover,stego,data/baseline/1/results_raw/dct/cover/01199.png,data/baseline/1/results_raw/dct/stego/01199.png,0,0.9090209007263184,data/baseline/1/aletheia_outputs/logs/dct_cover_vs_stego_01199_print-diffs_stdout.txt,data/baseline/1/aletheia_outputs/logs/dct_cover_vs_stego_01199_print-diffs_stderr.txt
dct,cover_vs_stego,01299.png,print-diffs,cover,stego,data/baseline/1/results_raw/dct/cover/01299.png,data/baseline/1/results_raw/dct/stego/01299.png,0,0.8869624137878418,data/baseline/1/aletheia_outputs/logs/dct_cover_vs_stego_01299_print-diffs_stdout.txt,data/baseline/1/aletheia_outputs/logs/dct_cover_vs_stego_01299_print-diffs_stderr.txt
dct,cover_vs_stego,01399.png,print-diffs,cover,stego,data/baseline/1/results_raw/dct/cover/01399.png,data/baseline/1/results_raw/dct/stego/01399.png,0,0.8784911632537842,data/baseline/1/aletheia_outputs/logs/dct_cover_vs_stego_01399_print-diffs_stdout.txt,data/baseline/1/aletheia_outputs/logs/dct_cover_vs_stego_01399_print-diffs_stderr.txt
