method,pair_name,role,image_dir,requested_dev,used_cpu,return_code,elapsed_sec,n_images_parsed,mean_image_score,max_image_score,mean_flagged_ratio,mean_confidence,error_summary,stdout_log,stderr_log
lsb,pre_secret_vs_secret,pre_secret,data/baseline/1/results_raw/lsb/pre_secret,0,False,0,832.2042889595032,15,0.03833333333333334,0.5,0.11666666666666667,0.5177777777777778,,data/baseline/1/aletheia_outputs/logs/lsb_pre_secret_vs_secret_pre_secret_stdout.txt,data/baseline/1/aletheia_outputs/logs/lsb_pre_secret_vs_secret_pre_secret_stderr.txt
lsb,pre_secret_vs_secret,secret,data/baseline/1/results_raw/lsb/secret,0,False,0,840.6847455501556,15,0.03833333333333334,0.5,0.11666666666666667,0.5133333333333333,,data/baseline/1/aletheia_outputs/logs/lsb_pre_secret_vs_secret_secret_stdout.txt,data/baseline/1/aletheia_outputs/logs/lsb_pre_secret_vs_secret_secret_stderr.txt
original,cover_vs_stego,cover,data/baseline/1/results_raw/original/cover,0,False,0,830.2517774105072,15,0.045000000000000005,1.6,0.05,0.508888888888889,,data/baseline/1/aletheia_outputs/logs/original_cover_vs_stego_cover_stdout.txt,data/baseline/1/aletheia_outputs/logs/original_cover_vs_stego_cover_stderr.txt
original,cover_vs_stego,stego,data/baseline/1/results_raw/original/stego,0,False,0,850.0149054527283,15,0.30833333333333335,1.0,0.4166666666666667,0.5155555555555555,,data/baseline/1/aletheia_outputs/logs/original_cover_vs_stego_stego_stdout.txt,data/baseline/1/aletheia_outputs/logs/original_cover_vs_stego_stego_stderr.txt
original,pre_secret_vs_secret,pre_secret,data/baseline/1/results_raw/original/pre_secret,0,False,0,838.9722473621368,15,0.03833333333333334,0.5,0.11666666666666667,0.5155555555555555,,data/baseline/1/aletheia_outputs/logs/original_pre_secret_vs_secret_pre_secret_stdout.txt,data/baseline/1/aletheia_outputs/logs/original_pre_secret_vs_secret_pre_secret_stderr.txt
original,pre_secret_vs_secret,secret,data/baseline/1/results_raw/original/secret,0,False,0,838.9240779876709,15,0.03833333333333334,0.5,0.11666666666666667,0.5111111111111112,,data/baseline/1/aletheia_outputs/logs/original_pre_secret_vs_secret_secret_stdout.txt,data/baseline/1/aletheia_outputs/logs/original_pre_secret_vs_secret_secret_stderr.txt
spread_spectrum,cover_vs_stego,cover,data/baseline/1/results_raw/spread_spectrum/cover,0,False,0,829.0904500484467,15,0.045000000000000005,1.6,0.05,0.5022222222222222,,data/baseline/1/aletheia_outputs/logs/spread_spectrum_cover_vs_stego_cover_stdout.txt,data/baseline/1/aletheia_outputs/logs/spread_spectrum_cover_vs_stego_cover_stderr.txt
spread_spectrum,cover_vs_stego,stego,data/baseline/1/results_raw/spread_spectrum/stego,0,False,0,838.8124248981476,15,0.16999999999999996,1.4,0.23333333333333334,0.5,,data/baseline/1/aletheia_outputs/logs/spread_spectrum_cover_vs_stego_stego_stdout.txt,data/baseline/1/aletheia_outputs/logs/spread_spectrum_cover_vs_stego_stego_stderr.txt
spread_spectrum,pre_secret_vs_secret,pre_secret,data/baseline/1/results_raw/spread_spectrum/pre_secret,0,False,0,836.7351160049438,15,0.03833333333333334,0.5,0.11666666666666667,0.5,,data/baseline/1/aletheia_outputs/logs/spread_spectrum_pre_secret_vs_secret_pre_secret_stdout.txt,data/baseline/1/aletheia_outputs/logs/spread_spectrum_pre_secret_vs_secret_pre_secret_stderr.txt
spread_spectrum,pre_secret_vs_secret,secret,data/baseline/1/results_raw/spread_spectrum/secret,0,False,0,836.8910315036774,15,6.286666666666666,31.6,0.25,0.5,,data/baseline/1/aletheia_outputs/logs/spread_spectrum_pre_secret_vs_secret_secret_stdout.txt,data/baseline/1/aletheia_outputs/logs/spread_spectrum_pre_secret_vs_secret_secret_stderr.txt
statistical,cover_vs_stego,cover,data/baseline/1/results_raw/statistical/cover,0,False,0,831.7625985145569,15,0.045000000000000005,1.6,0.05,0.5066666666666666,,data/baseline/1/aletheia_outputs/logs/statistical_cover_vs_stego_cover_stdout.txt,data/baseline/1/aletheia_outputs/logs/statistical_cover_vs_stego_cover_stderr.txt
statistical,cover_vs_stego,stego,data/baseline/1/results_raw/statistical/stego,0,False,0,837.212651014328,15,0.375,1.0,0.48333333333333334,0.5111111111111111,,data/baseline/1/aletheia_outputs/logs/statistical_cover_vs_stego_stego_stdout.txt,data/baseline/1/aletheia_outputs/logs/statistical_cover_vs_stego_stego_stderr.txt
statistical,pre_secret_vs_secret,pre_secret,data/baseline/1/results_raw/statistical/pre_secret,0,False,0,848.922770023346,15,0.03833333333333334,0.5,0.11666666666666667,0.5044444444444445,,data/baseline/1/aletheia_outputs/logs/statistical_pre_secret_vs_secret_pre_secret_stdout.txt,data/baseline/1/aletheia_outputs/logs/statistical_pre_secret_vs_secret_pre_secret_stderr.txt
statistical,pre_secret_vs_secret,secret,data/baseline/1/results_raw/statistical/secret,0,False,0,838.2200286388397,15,0.11833333333333335,0.9,0.23333333333333334,0.5,,data/baseline/1/aletheia_outputs/logs/statistical_pre_secret_vs_secret_secret_stdout.txt,data/baseline/1/aletheia_outputs/logs/statistical_pre_secret_vs_secret_secret_stderr.txt
