method,pair_name,image_name,tool,role_a,role_b,role_a_path,role_b_path,return_code,elapsed_sec,stdout_log,stderr_log
dct,cover_vs_stego,00099.png,print-diffs,cover,stego,data/baseline/6/results_raw/dct/cover/00099.png,data/baseline/6/results_raw/dct/stego/00099.png,0,0.9381253719329834,data/baseline/6/aletheia_outputs/logs/dct_cover_vs_stego_00099_print-diffs_stdout.txt,data/baseline/6/aletheia_outputs/logs/dct_cover_vs_stego_00099_print-diffs_stderr.txt
dct,cover_vs_stego,00199.png,print-diffs,cover,stego,data/baseline/6/results_raw/dct/cover/00199.png,data/baseline/6/results_raw/dct/stego/00199.png,0,0.8896102905273438,data/baseline/6/aletheia_outputs/logs/dct_cover_vs_stego_00199_print-diffs_stdout.txt,data/baseline/6/aletheia_outputs/logs/dct_cover_vs_stego_00199_print-diffs_stderr.txt
dct,cover_vs_stego,00299.png,print-diffs,cover,stego,data/baseline/6/results_raw/dct/cover/00299.png,data/baseline/6/results_raw/dct/stego/00299.png,0,0.8772997856140137,data/baseline/6/aletheia_outputs/logs/dct_cover_vs_stego_00299_print-diffs_stdout.txt,data/baseline/6/aletheia_outputs/logs/dct_cover_vs_stego_00299_print-diffs_stderr.txt
dct,cover_vs_stego,00399.png,print-diffs,cover,stego,data/baseline/6/results_raw/dct/cover/00399.png,data/baseline/6/results_raw/dct/stego/00399.png,0,0.9082212448120117,data/baseline/6/aletheia_outputs/logs/dct_cover_vs_stego_00399_print-diffs_stdout.txt,data/baseline/6/aletheia_outputs/logs/dct_cover_vs_stego_00399_print-diffs_stderr.txt
dct,cover_vs_stego,00499.png,print-diffs,cover,stego,data/baseline/6/results_raw/dct/cover/00499.png,data/baseline/6/results_raw/dct/stego/00499.png,0,0.9020564556121826,data/baseline/6/aletheia_outputs/logs/dct_cover_vs_stego_00499_print-diffs_stdout.txt,data/baseline/6/aletheia_outputs/logs/dct_cover_vs_stego_00499_print-diffs_stderr.txt
dct,cover_vs_stego,00599.png,print-diffs,cover,stego,data/baseline/6/results_raw/dct/cover/00599.png,data/baseline/6/results_raw/dct/stego/00599.png,0,0.9605424404144287,data/baseline/6/aletheia_outputs/logs/dct_cover_vs_stego_00599_print-diffs_stdout.txt,data/baseline/6/aletheia_outputs/logs/dct_cover_vs_stego_00599_print-diffs_stderr.txt
dct,cover_vs_stego,00699.png,print-diffs,cover,stego,data/baseline/6/results_raw/dct/cover/00699.png,data/baseline/6/results_raw/dct/stego/00699.png,0,0.9141755104064941,data/baseline/6/aletheia_outputs/logs/dct_cover_vs_stego_00699_print-diffs_stdout.txt,data/baseline/6/aletheia_outputs/logs/dct_cover_vs_stego_00699_print-diffs_stderr.txt
dct,cover_vs_stego,00799.png,print-diffs,cover,stego,data/baseline/6/results_raw/dct/cover/00799.png,data/baseline/6/results_raw/dct/stego/00799.png,0,0.9288172721862793,data/baseline/6/aletheia_outputs/logs/dct_cover_vs_stego_00799_print-diffs_stdout.txt,data/baseline/6/aletheia_outputs/logs/dct_cover_vs_stego_00799_print-diffs_stderr.txt
dct,cover_vs_stego,00899.png,print-diffs,cover,stego,data/baseline/6/results_raw/dct/cover/00899.png,data/baseline/6/results_raw/dct/stego/00899.png,0,0.9154434204101562,data/baseline/6/aletheia_outputs/logs/dct_cover_vs_stego_00899_print-diffs_stdout.txt,data/baseline/6/aletheia_outputs/logs/dct_cover_vs_stego_00899_print-diffs_stderr.txt
dct,cover_vs_stego,00999.png,print-diffs,cover,stego,data/baseline/6/results_raw/dct/cover/00999.png,data/baseline/6/results_raw/dct/stego/00999.png,0,0.9127883911132812,data/baseline/6/aletheia_outputs/logs/dct_cover_vs_stego_00999_print-diffs_stdout.txt,data/baseline/6/aletheia_outputs/logs/dct_cover_vs_stego_00999_print-diffs_stderr.txt
dct,cover_vs_stego,01099.png,print-diffs,cover,stego,data/baseline/6/results_raw/dct/cover/01099.png,data/baseline/6/results_raw/dct/stego/01099.png,0,0.9158241748809814,data/baseline/6/aletheia_outputs/logs/dct_cover_vs_stego_01099_print-diffs_stdout.txt,data/baseline/6/aletheia_outputs/logs/dct_cover_vs_stego_01099_print-diffs_stderr.txt
dct,cover_vs_stego,01199.png,print-diffs,cover,stego,data/baseline/6/results_raw/dct/cover/01199.png,data/baseline/6/results_raw/dct/stego/01199.png,0,0.9319586753845215,data/baseline/6/aletheia_outputs/logs/dct_cover_vs_stego_01199_print-diffs_stdout.txt,data/baseline/6/aletheia_outputs/logs/dct_cover_vs_stego_01199_print-diffs_stderr.txt
dct,cover_vs_stego,01299.png,print-diffs,cover,stego,data/baseline/6/results_raw/dct/cover/01299.png,data/baseline/6/results_raw/dct/stego/01299.png,0,0.8936898708343506,data/baseline/6/aletheia_outputs/logs/dct_cover_vs_stego_01299_print-diffs_stdout.txt,data/baseline/6/aletheia_outputs/logs/dct_cover_vs_stego_01299_print-diffs_stderr.txt
dct,cover_vs_stego,01399.png,print-diffs,cover,stego,data/baseline/6/results_raw/dct/cover/01399.png,data/baseline/6/results_raw/dct/stego/01399.png,0,0.9057731628417969,data/baseline/6/aletheia_outputs/logs/dct_cover_vs_stego_01399_print-diffs_stdout.txt,data/baseline/6/aletheia_outputs/logs/dct_cover_vs_stego_01399_print-diffs_stderr.txt
dct,cover_vs_stego,01499.png,print-diffs,cover,stego,data/baseline/6/results_raw/dct/cover/01499.png,data/baseline/6/results_raw/dct/stego/01499.png,0,0.8843145370483398,data/baseline/6/aletheia_outputs/logs/dct_cover_vs_stego_01499_print-diffs_stdout.txt,data/baseline/6/aletheia_outputs/logs/dct_cover_vs_stego_01499_print-diffs_stderr.txt
dct,pre_secret_vs_secret,00099.png,print-diffs,pre_secret,secret,data/baseline/6/results_raw/dct/pre_secret/00099.png,data/baseline/6/results_raw/dct/secret/00099.png,0,0.9260158538818359,data/baseline/6/aletheia_outputs/logs/dct_pre_secret_vs_secret_00099_print-diffs_stdout.txt,data/baseline/6/aletheia_outputs/logs/dct_pre_secret_vs_secret_00099_print-diffs_stderr.txt
dct,pre_secret_vs_secret,00199.png,print-diffs,pre_secret,secret,data/baseline/6/results_raw/dct/pre_secret/00199.png,data/baseline/6/results_raw/dct/secret/00199.png,0,0.9021708965301514,data/baseline/6/aletheia_outputs/logs/dct_pre_secret_vs_secret_00199_print-diffs_stdout.txt,data/baseline/6/aletheia_outputs/logs/dct_pre_secret_vs_secret_00199_print-diffs_stderr.txt
dct,pre_secret_vs_secret,00299.png,print-diffs,pre_secret,secret,data/baseline/6/results_raw/dct/pre_secret/00299.png,data/baseline/6/results_raw/dct/secret/00299.png,0,0.9090583324432373,data/baseline/6/aletheia_outputs/logs/dct_pre_secret_vs_secret_00299_print-diffs_stdout.txt,data/baseline/6/aletheia_outputs/logs/dct_pre_secret_vs_secret_00299_print-diffs_stderr.txt
dct,pre_secret_vs_secret,00399.png,print-diffs,pre_secret,secret,data/baseline/6/results_raw/dct/pre_secret/00399.png,data/baseline/6/results_raw/dct/secret/00399.png,0,0.9379715919494629,data/baseline/6/aletheia_outputs/logs/dct_pre_secret_vs_secret_00399_print-diffs_stdout.txt,data/baseline/6/aletheia_outputs/logs/dct_pre_secret_vs_secret_00399_print-diffs_stderr.txt
dct,pre_secret_vs_secret,00499.png,print-diffs,pre_secret,secret,data/baseline/6/results_raw/dct/pre_secret/00499.png,data/baseline/6/results_raw/dct/secret/00499.png,0,0.889653205871582,data/baseline/6/aletheia_outputs/logs/dct_pre_secret_vs_secret_00499_print-diffs_stdout.txt,data/baseline/6/aletheia_outputs/logs/dct_pre_secret_vs_secret_00499_print-diffs_stderr.txt
dct,pre_secret_vs_secret,00599.png,print-diffs,pre_secret,secret,data/baseline/6/results_raw/dct/pre_secret/00599.png,data/baseline/6/results_raw/dct/secret/00599.png,0,0.9222180843353271,data/baseline/6/aletheia_outputs/logs/dct_pre_secret_vs_secret_00599_print-diffs_stdout.txt,data/baseline/6/aletheia_outputs/logs/dct_pre_secret_vs_secret_00599_print-diffs_stderr.txt
dct,pre_secret_vs_secret,00699.png,print-diffs,pre_secret,secret,data/baseline/6/results_raw/dct/pre_secret/00699.png,data/baseline/6/results_raw/dct/secret/00699.png,0,0.9235057830810547,data/baseline/6/aletheia_outputs/logs/dct_pre_secret_vs_secret_00699_print-diffs_stdout.txt,data/baseline/6/aletheia_outputs/logs/dct_pre_secret_vs_secret_00699_print-diffs_stderr.txt
dct,pre_secret_vs_secret,00799.png,print-diffs,pre_secret,secret,data/baseline/6/results_raw/dct/pre_secret/00799.png,data/baseline/6/results_raw/dct/secret/00799.png,0,0.9111812114715576,data/baseline/6/aletheia_outputs/logs/dct_pre_secret_vs_secret_00799_print-diffs_stdout.txt,data/baseline/6/aletheia_outputs/logs/dct_pre_secret_vs_secret_00799_print-diffs_stderr.txt
dct,pre_secret_vs_secret,00899.png,print-diffs,pre_secret,secret,data/baseline/6/results_raw/dct/pre_secret/00899.png,data/baseline/6/results_raw/dct/secret/00899.png,0,0.981255292892456,data/baseline/6/aletheia_outputs/logs/dct_pre_secret_vs_secret_00899_print-diffs_stdout.txt,data/baseline/6/aletheia_outputs/logs/dct_pre_secret_vs_secret_00899_print-diffs_stderr.txt
dct,pre_secret_vs_secret,00999.png,print-diffs,pre_secret,secret,data/baseline/6/results_raw/dct/pre_secret/00999.png,data/baseline/6/results_raw/dct/secret/00999.png,0,0.921825647354126,data/baseline/6/aletheia_outputs/logs/dct_pre_secret_vs_secret_00999_print-diffs_stdout.txt,data/baseline/6/aletheia_outputs/logs/dct_pre_secret_vs_secret_00999_print-diffs_stderr.txt
dct,pre_secret_vs_secret,01099.png,print-diffs,pre_secret,secret,data/baseline/6/results_raw/dct/pre_secret/01099.png,data/baseline/6/results_raw/dct/secret/01099.png,0,0.8998565673828125,data/baseline/6/aletheia_outputs/logs/dct_pre_secret_vs_secret_01099_print-diffs_stdout.txt,data/baseline/6/aletheia_outputs/logs/dct_pre_secret_vs_secret_01099_print-diffs_stderr.txt
