image_index,method,total_loss,psnr_c,ssim_c,psnr_s,ssim_s,ber_img,ber_text,text_acc
0,original,0.02955995500087738,26.274709701538086,0.8420006632804871,25.660125732421875,0.8023600578308105,0.3678080240885417,1.0,0.0
0,lsb,0.029550272971391678,26.276073455810547,0.8420073390007019,25.661527633666992,0.8024730682373047,0.367340087890625,1.0,0.0
0,dct,0.06359679996967316,26.02275848388672,0.8043000102043152,22.153125762939453,0.7841627597808838,0.3897603352864583,1.0,0.0
0,dwt,0.07260318100452423,26.11913299560547,0.8155948519706726,21.554471969604492,0.6903727054595947,0.3953653971354167,1.0,0.0
0,spread_spectrum,0.4412113130092621,25.88169288635254,0.75755375623703,13.673933029174805,0.46841946244239807,0.4454752604166667,0.0,1.0
0,statistical,0.07372049242258072,26.009531021118164,0.7856338024139404,21.489913940429688,0.6584672331809998,0.4067891438802083,0.0,1.0
1,original,0.05558065325021744,22.459667205810547,0.8877436518669128,23.030685424804688,0.8709772229194641,0.37664794921875,1.0,0.0
1,lsb,0.05554884672164917,22.460186004638672,0.8877547383308411,23.033422470092773,0.8709363341331482,0.3770243326822917,1.0,0.0
1,dct,0.08408329635858536,22.394439697265625,0.879176914691925,21.079023361206055,0.8260554671287537,0.3903706868489583,1.0,0.0
1,dwt,0.08748747408390045,22.459468841552734,0.8842727541923523,20.89040184020996,0.8035164475440979,0.3960978190104167,1.0,0.0
1,spread_spectrum,0.43294310569763184,22.729459762573242,0.8748573660850525,13.782184600830078,0.5528439283370972,0.4351094563802083,1.0,0.0
1,statistical,0.10101470351219177,22.53203773498535,0.8806552886962891,20.224374771118164,0.8215413093566895,0.3955179850260417,0.0,1.0
2,original,0.062626913189888,23.90250015258789,0.701012134552002,22.337549209594727,0.8610369563102722,0.39093017578125,1.0,0.0
2,lsb,0.06261882185935974,23.901552200317383,0.7010281085968018,22.338214874267578,0.8610867857933044,0.390411376953125,1.0,0.0
2,dct,0.0835532620549202,23.66095733642578,0.6231129765510559,21.027708053588867,0.8678272366523743,0.4031473795572917,1.0,0.0
2,dwt,0.09181271493434906,23.879053115844727,0.6688883900642395,20.588443756103516,0.8146969676017761,0.40728759765625,1.0,0.0
2,spread_spectrum,0.4816715717315674,23.891624450683594,0.5778670907020569,13.312803268432617,0.5619719624519348,0.4509073893229167,1.0,0.0
2,statistical,0.10918981581926346,23.678651809692383,0.6195849776268005,19.81519889831543,0.8023447394371033,0.411102294921875,1.0,0.0
3,original,0.13253360986709595,20.4034481048584,0.6152966618537903,19.11431121826172,0.8320701122283936,0.424407958984375,1.0,0.0
3,lsb,0.13252902030944824,20.40388298034668,0.6153448224067688,19.11442756652832,0.8320455551147461,0.4246826171875,1.0,0.0
3,dct,0.14729078114032745,20.304744720458984,0.5650846362113953,18.633453369140625,0.8305513858795166,0.4259440104166667,1.0,0.0
3,dwt,0.1598769724369049,20.357072830200195,0.587218701839447,18.253698348999023,0.7804223895072937,0.4322408040364583,1.0,0.0
3,spread_spectrum,0.5652701258659363,20.222938537597656,0.5155424475669861,12.671504974365234,0.5358455777168274,0.4632568359375,0.0,1.0
3,statistical,0.15093180537223816,20.23202133178711,0.5374680161476135,18.52593421936035,0.7901847958564758,0.4297078450520833,0.0,1.0
4,original,0.06335665285587311,24.922767639160156,0.8608909249305725,22.22188377380371,0.8542364239692688,0.3879292805989583,1.0,0.0
4,lsb,0.06336648762226105,24.923263549804688,0.860903263092041,22.221139907836914,0.8542757034301758,0.387542724609375,1.0,0.0
4,dct,0.07964485883712769,24.837129592895508,0.8296868205070496,21.188034057617188,0.8180989623069763,0.3964131673177083,1.0,0.0
4,dwt,0.08992715179920197,24.943159103393555,0.8468480706214905,20.637664794921875,0.7734262347221375,0.4047139485677083,1.0,0.0
