image_index,method,total_loss,psnr_c,ssim_c,psnr_s,ssim_s,ber_img,ber_text,text_acc
0,original,0.0030791317112743855,34.762542724609375,0.9694008231163025,35.6132698059082,0.959542989730835,0.268798828125,1.0,0.0
0,lsb,0.00298302317969501,34.763973236083984,0.9694011807441711,35.76716995239258,0.9605527520179749,0.2676188151041667,1.0,0.0
0,dct,0.028875356540083885,33.52525329589844,0.9398515820503235,25.467988967895508,0.885728657245636,0.3577880859375,1.0,0.0
0,dwt,0.033619627356529236,34.132110595703125,0.9528940320014954,24.791282653808594,0.8530926704406738,0.3553873697916667,0.0,1.0
0,spread_spectrum,0.39961886405944824,33.13751220703125,0.9190066456794739,14.075190544128418,0.5197156071662903,0.4341837565104167,0.0,1.0
0,statistical,0.090790294110775,34.115543365478516,0.9553341865539551,20.457733154296875,0.5462482571601868,0.4278157552083333,1.0,0.0
1,original,0.006150068249553442,29.093692779541016,0.9709837436676025,33.082828521728516,0.981170117855072,0.2944742838541667,1.0,0.0
1,lsb,0.00614935252815485,29.094133377075195,0.9709827303886414,33.0832633972168,0.9811697602272034,0.2943522135416667,1.0,0.0
1,dct,0.026644667610526085,28.828386306762695,0.9680709838867188,25.968189239501953,0.9197661876678467,0.3502400716145833,1.0,0.0
1,dwt,0.033157531172037125,29.01323127746582,0.9700748324394226,24.96864891052246,0.9022154808044434,0.3555704752604167,1.0,0.0
1,spread_spectrum,0.3724803030490875,28.574350357055664,0.9654238224029541,14.385513305664062,0.5942144989967346,0.4278462727864583,1.0,0.0
1,statistical,0.08574389666318893,28.968994140625,0.969933807849884,20.750974655151367,0.8019003868103027,0.399871826171875,1.0,0.0
2,original,0.005061271600425243,31.566669464111328,0.9456256031990051,33.60115051269531,0.9861845970153809,0.2929178873697917,1.0,0.0
2,lsb,0.005072005093097687,31.566984176635742,0.9456257820129395,33.590457916259766,0.9861812591552734,0.292816162109375,1.0,0.0
2,dct,0.028832243755459785,31.110401153564453,0.9196639060974121,25.525402069091797,0.9346281886100769,0.368255615234375,1.0,0.0
2,dwt,0.03434895724058151,31.415842056274414,0.9365191459655762,24.74028205871582,0.907676637172699,0.3636372884114583,1.0,0.0
2,spread_spectrum,0.4340269863605499,30.573589324951172,0.8914737105369568,13.72731876373291,0.5821502804756165,0.4456888834635417,1.0,0.0
2,statistical,0.09895718842744827,31.457462310791016,0.9331226348876953,20.0982723236084,0.790510892868042,0.4268697102864583,1.0,0.0
3,original,0.021465998142957687,22.263185501098633,0.8000478744506836,28.09695053100586,0.9601147174835205,0.3412373860677083,1.0,0.0
3,lsb,0.02147137187421322,22.263147354125977,0.800046443939209,28.09542465209961,0.9601168632507324,0.3412882486979167,1.0,0.0
3,dct,0.0485687293112278,22.213027954101562,0.7810513377189636,23.720823287963867,0.9051642417907715,0.388763427734375,1.0,0.0
3,dwt,0.05750642716884613,22.242128372192383,0.7928693294525146,22.8912353515625,0.868414580821991,0.390411376953125,1.0,0.0
3,spread_spectrum,0.48121845722198486,22.242403030395508,0.7630372643470764,13.33370304107666,0.5675288438796997,0.453582763671875,0.0,1.0
3,statistical,0.12389612197875977,22.221223831176758,0.790027916431427,19.31105613708496,0.7453340888023376,0.441558837890625,1.0,0.0
4,original,0.005243310239166021,34.727725982666016,0.9736712574958801,33.09197235107422,0.9798774719238281,0.293792724609375,1.0,0.0
4,lsb,0.005227805580943823,34.72744369506836,0.9736664891242981,33.105716705322266,0.9798787236213684,0.2937113444010417,1.0,0.0
4,dct,0.028952062129974365,34.09644317626953,0.9624831676483154,25.44801139831543,0.9049641489982605,0.3595479329427083,1.0,0.0
4,dwt,0.0330844484269619,34.56984329223633,0.9706871509552002,24.85676383972168,0.879233181476593,0.362335205078125,1.0,0.0
4,spread_spectrum,0.40194109082221985,33.78837203979492,0.9537964463233948,14.04978084564209,0.5626326203346252,0.4381815592447917,1.0,0.0
4,statistical,0.08817441016435623,34.44955825805664,0.9726548194885254,20.583288192749023,0.7837803363800049,0.404815673828125,1.0,0.0
5,original,0.009411707520484924,28.90363121032715,0.9859852194786072,30.903654098510742,0.9750327467918396,0.3257344563802083,1.0,0.0
5,lsb,0.009416479617357254,28.903594970703125,0.9859851002693176,30.901084899902344,0.9750342965126038,0.3259785970052083,1.0,0.0
5,dct,0.029181305319070816,28.649002075195312,0.9841846823692322,25.562923431396484,0.9388751983642578,0.3718465169270833,1.0,0.0
5,dwt,0.03718418627977371,28.784250259399414,0.9852250218391418,24.46147918701172,0.9055119156837463,0.373199462890625,0.0,1.0
5,spread_spectrum,0.4469550848007202,28.370988845825195,0.9824212193489075,13.607900619506836,0.5792917609214783,0.4462178548177083,0.0,1.0
5,statistical,0.10770969092845917,28.772743225097656,0.9850686192512512,19.754335403442383,0.7848768830299377,0.430694580078125,1.0,0.0
6,original,0.030523749068379402,18.420427322387695,0.87562495470047,27.953046798706055,0.9666518568992615,0.3434346516927083,1.0,0.0
6,lsb,0.03052506595849991,18.42038345336914,0.8756254315376282,27.95275115966797,0.9666464924812317,0.34381103515625,1.0,0.0
6,dct,0.0529337152838707,18.3769474029541,0.8569896817207336,24.176626205444336,0.9350236058235168,0.3793538411458333,1.0,0.0
6,dwt,0.06029879301786423,18.398386001586914,0.8691795468330383,23.407470703125,0.8925299644470215,0.3890787760416667,1.0,0.0
6,spread_spectrum,0.4842221736907959,18.4449462890625,0.8532202839851379,13.382354736328125,0.5645511150360107,0.4528706868489583,0.0,1.0
6,statistical,0.12755487859249115,18.379634857177734,0.8709063529968262,19.496498107910156,0.7775713801383972,0.4315694173177083,1.0,0.0
7,original,0.004136033821851015,35.600826263427734,0.9893763661384583,34.132957458496094,0.9423019289970398,0.3079833984375,1.0,0.0
7,lsb,0.00411760900169611,35.600242614746094,0.9893781542778015,34.15388488769531,0.942392885684967,0.307342529296875,1.0,0.0
7,dct,0.0439874529838562,34.362457275390625,0.9754040241241455,23.61237907409668,0.8247880935668945,0.3977254231770833,1.0,0.0
7,dwt,0.04054638370871544,34.93074035644531,0.9809358716011047,23.963659286499023,0.8008691668510437,0.3931172688802083,1.0,0.0
7,spread_spectrum,0.5100292563438416,32.85015106201172,0.9533111453056335,13.03862476348877,0.4866965115070343,0.4637654622395833,0.0,1.0
7,statistical,0.11389101296663284,34.74290084838867,0.9779049754142761,19.472503662109375,0.5073499083518982,0.4570210774739583,0.0,1.0
8,original,0.006062826607376337,27.803630828857422,0.9712316989898682,33.5621337890625,0.9812443852424622,0.2999369303385417,1.0,0.0
8,lsb,0.0060694459825754166,27.803483963012695,0.9712321162223816,33.555416107177734,0.9812456965446472,0.3001607259114583,1.0,0.0
8,dct,0.03245064988732338,27.578845977783203,0.9651403427124023,25.13466453552246,0.9256814122200012,0.37933349609375,1.0,0.0
8,dwt,0.035377487540245056,27.713489532470703,0.9696394801139832,24.732999801635742,0.9003303050994873,0.3761800130208333,1.0,0.0
8,spread_spectrum,0.4847663342952728,27.343130111694336,0.9588353037834167,13.265669822692871,0.5481523871421814,0.4551289876302083,0.0,1.0
8,statistical,0.11092811077833176,27.729433059692383,0.9683886170387268,19.63983917236328,0.7280986905097961,0.4447224934895833,0.0,1.0
9,original,0.0042329346761107445,36.231842041015625,0.9784736633300781,33.98429489135742,0.9778721928596497,0.2885030110677083,1.0,0.0
9,lsb,0.004236571956425905,36.23130416870117,0.978473961353302,33.98077392578125,0.9778640270233154,0.28826904296875,1.0,0.0
9,dct,0.03219391033053398,34.94419860839844,0.9648903012275696,24.972455978393555,0.9057693481445312,0.375946044921875,1.0,0.0
9,dwt,0.03854307159781456,35.582035064697266,0.9728824496269226,24.180004119873047,0.8667218685150146,0.372955322265625,1.0,0.0
9,spread_spectrum,0.4528261423110962,34.30522155761719,0.9536941647529602,13.542113304138184,0.540658712387085,0.4518330891927083,0.0,1.0
9,statistical,0.10699816793203354,35.62718200683594,0.9722602963447571,19.740468978881836,0.7067272663116455,0.4373067220052083,1.0,0.0
10,original,0.006184580270200968,29.945068359375,0.9854546189308167,32.86378479003906,0.9455813765525818,0.2931009928385417,1.0,0.0
10,lsb,0.006171400658786297,29.945310592651367,0.9854545593261719,32.87490463256836,0.945583164691925,0.29302978515625,1.0,0.0
10,dct,0.03526527062058449,29.780986785888672,0.9775636196136475,24.66533660888672,0.8721045851707458,0.3767903645833333,1.0,0.0
10,dwt,0.03693324699997902,29.886863708496094,0.9817814826965332,24.45589256286621,0.8323138356208801,0.370635986328125,1.0,0.0
10,spread_spectrum,0.43461281061172485,29.570316314697266,0.9668323993682861,13.72380542755127,0.5299379825592041,0.4463297526041667,1.0,0.0
10,statistical,0.10256284475326538,29.83042335510254,0.9807112812995911,19.95634651184082,0.6265196204185486,0.43109130859375,1.0,0.0
11,original,0.008633664809167385,31.428787231445312,0.9896236062049866,31.017074584960938,0.9468109607696533,0.3231201171875,1.0,0.0
11,lsb,0.00864261295646429,31.428550720214844,0.9896237254142761,31.01222801208496,0.9468081593513489,0.323089599609375,1.0,0.0
11,dct,0.04870236665010452,30.96169090270996,0.9877344965934753,23.206871032714844,0.8213394284248352,0.3973185221354167,1.0,0.0
