image_index,method,total_loss,psnr_c,ssim_c,psnr_s,ssim_s,ber_img,ber_text,text_acc
0,original,0.19222040474414825,33.918113708496094,0.949928343296051,17.21274185180664,0.6993359923362732,0.3755289713541667,1.0,0.0
0,lsb,0.1451011747121811,33.89902114868164,0.9499053359031677,18.426849365234375,0.6899933815002441,0.3740437825520833,1.0,0.0
0,dct,0.011321422643959522,33.59431457519531,0.9269542694091797,29.633840560913086,0.9709686636924744,0.32037353515625,1.0,0.0
0,dwt,0.013201423920691013,33.53908157348633,0.930863618850708,28.944313049316406,0.9478122591972351,0.3433634440104167,0.0,1.0
0,spread_spectrum,0.18792983889579773,30.870885848999023,0.8180730938911438,17.319538116455078,0.8057155013084412,0.40814208984375,0.0,1.0
0,statistical,0.007842091843485832,33.3414192199707,0.9208521842956543,31.321121215820312,0.9259113669395447,0.3314005533854167,0.0,1.0
1,original,0.017389686778187752,28.20872688293457,0.9645664691925049,27.99514389038086,0.9489743709564209,0.3319295247395833,1.0,0.0
1,lsb,0.017388971522450447,28.209148406982422,0.9645659327507019,27.995298385620117,0.9489360451698303,0.331634521484375,1.0,0.0
1,dct,0.016181625425815582,28.157196044921875,0.9621579051017761,28.343908309936523,0.9629623889923096,0.3300984700520833,1.0,0.0
1,dwt,0.018906280398368835,28.1691951751709,0.9632010459899902,27.602737426757812,0.9526070952415466,0.336456298828125,1.0,0.0
1,spread_spectrum,0.178715780377388,27.111684799194336,0.9467784762382507,17.564220428466797,0.8300134539604187,0.402069091796875,0.0,1.0
1,statistical,0.015021583065390587,28.0841121673584,0.9612508416175842,28.710214614868164,0.9672580361366272,0.3267822265625,0.0,1.0
2,original,0.014029424637556076,31.315166473388672,0.9371359348297119,28.767026901245117,0.9548255801200867,0.342376708984375,1.0,0.0
2,lsb,0.01401510089635849,31.31523323059082,0.9371333718299866,28.771818161010742,0.9548282623291016,0.3422342936197917,1.0,0.0
2,dct,0.013281290419399738,31.031944274902344,0.9150163531303406,29.035776138305664,0.975438117980957,0.3325398763020833,1.0,0.0
2,dwt,0.0162331685423851,31.106441497802734,0.9249865412712097,28.111583709716797,0.9621241092681885,0.3451436360677083,0.0,1.0
2,spread_spectrum,0.21554340422153473,29.08457374572754,0.7977787852287292,16.736042022705078,0.8181065917015076,0.4184773763020833,0.0,1.0
2,statistical,0.01237670797854662,30.940444946289062,0.9069926738739014,29.368268966674805,0.968437671661377,0.3289388020833333,0.0,1.0
3,original,0.0300135500729084,22.007659912109375,0.7921819686889648,26.258270263671875,0.9334893822669983,0.36785888671875,1.0,0.0
3,lsb,0.030008170753717422,22.00762367248535,0.7921814918518066,26.25925064086914,0.9334896206855774,0.36773681640625,1.0,0.0
3,dct,0.032367341220378876,21.953832626342773,0.7774912714958191,25.860727310180664,0.9592035412788391,0.3613179524739583,0.0,1.0
3,dwt,0.03467327356338501,21.972820281982422,0.7796180248260498,25.487449645996094,0.9440054893493652,0.37005615234375,1.0,0.0
3,spread_spectrum,0.2640906870365143,21.680912017822266,0.6783948540687561,15.951717376708984,0.8094694018363953,0.4274190266927083,0.0,1.0
3,statistical,0.029275909066200256,21.94492530822754,0.7651193141937256,26.412931442260742,0.9461466670036316,0.359649658203125,0.0,1.0
4,original,0.015423214063048363,33.98667907714844,0.976115882396698,28.235063552856445,0.9492447376251221,0.33282470703125,1.0,0.0
4,lsb,0.01541784219443798,33.98647689819336,0.9761183261871338,28.236644744873047,0.9491996765136719,0.3331400553385417,1.0,0.0
4,dct,0.014222810976207256,33.722450256347656,0.9681587815284729,28.604408264160156,0.9590741991996765,0.3288167317708333,1.0,0.0
4,dwt,0.017969170585274696,33.756263732910156,0.9700291752815247,27.561241149902344,0.9442036747932434,0.337890625,1.0,0.0
4,spread_spectrum,0.20425115525722504,31.12949562072754,0.9201825261116028,16.9588680267334,0.801563560962677,0.4079996744791667,0.0,1.0
4,statistical,0.012628857046365738,33.47146987915039,0.9637358784675598,29.145984649658203,0.9612395763397217,0.3303934733072917,0.0,1.0
5,original,0.022548753768205643,28.26134490966797,0.982647180557251,26.770627975463867,0.9344608187675476,0.3632405598958333,1.0,0.0
5,lsb,0.022500373423099518,28.261369705200195,0.9826474189758301,26.78060531616211,0.9344766736030579,0.3635152180989583,1.0,0.0
5,dct,0.01724855788052082,28.12129020690918,0.981361448764801,28.042421340942383,0.9691717028617859,0.3471476236979167,0.0,1.0
5,dwt,0.023694897070527077,28.148717880249023,0.9817018508911133,26.54837417602539,0.949443519115448,0.3592427571614583,0.0,1.0
5,spread_spectrum,0.22995780408382416,26.742624282836914,0.9702926278114319,16.473087310791016,0.8151653409004211,0.4232279459635417,0.0,1.0
